DASYLab - V 11.00.00
Worksheet name: 6by10beamlayout
Recording date     : 7/1/2016,  4:52:39 PM
Block length       : 2
Delta              : 0.2 sec.
Number of channels : 16
Date;Measurement time[hh:mm:ss];Slide Disp. Br. 0 [in];Slide Disp. Br. 2 [in];Slide Disp. Br. 3 [in];Slide Disp. Br. 4 [in];String Pot. Br. 5 [in];String Pot. Br. 6 [in];String Pot. Br. 7 [in];String Pot. Br. 8 [in];Slide Disp. Red. O [in];Slide Disp. Red. 2 [in];Slide Disp. Red. 3 [in];Slide Disp. Red. 4 [in];Slide Disp. Red. 5 [in];Slide Disp. Red. 6 [in];Slide Disp. Red. 7 [in];Slide Disp. Red. 8 [in];
7/1/2016;00:00:00.0;0.27209;0.66525;0.27853;0.27942;-0.00207;0.00046;-6.30585;-8.09509;0.44724;0.40405;0.50946;0.51248;0.60583;0.69345;0.43109;0.40146;
7/1/2016;00:00:00.2;0.27167;0.66504;0.27808;0.27936;0.00160;0.00046;-6.30920;-8.09723;0.44681;0.40387;0.50937;0.51236;0.60550;0.69354;0.43097;0.40164;
7/1/2016;00:00:00.4;0.27170;0.66525;0.27808;0.27911;0.00282;0.00061;-6.30646;-8.09509;0.44705;0.40390;0.50952;0.51242;0.60559;0.69360;0.43112;0.40134;
7/1/2016;00:00:00.6;0.27188;0.66510;0.27805;0.27911;-0.00023;-0.00031;-6.30463;-8.09631;0.44705;0.40430;0.50934;0.51227;0.60587;0.69370;0.43134;0.40137;
7/1/2016;00:00:00.8;0.27200;0.66489;0.27783;0.27924;0.00221;0.00122;-6.30463;-8.09326;0.44714;0.40417;0.50928;0.51257;0.60577;0.69373;0.43115;0.40149;
7/1/2016;00:00:01.0;0.27155;0.66495;0.27789;0.27936;0.00282;0.00137;-6.30554;-8.09845;0.44708;0.40384;0.50928;0.51248;0.60571;0.69330;0.43149;0.40158;
7/1/2016;00:00:01.2;0.27167;0.66510;0.27808;0.27936;0.00038;0.00076;-6.30676;-8.09479;0.44690;0.40405;0.50961;0.51236;0.60547;0.69348;0.43149;0.40128;
7/1/2016;00:00:01.4;0.27179;0.66513;0.27829;0.27917;0.00160;-0.00031;-6.30432;-8.09204;0.44720;0.40421;0.50931;0.51242;0.60562;0.69342;0.43118;0.40125;
7/1/2016;00:00:01.6;0.27173;0.66519;0.27805;0.27911;0.00038;0.00091;-6.30676;-8.09418;0.44720;0.40378;0.50937;0.51245;0.60568;0.69339;0.43076;0.40115;
7/1/2016;00:00:01.8;0.27197;0.66507;0.27798;0.27945;0.00343;-0.00015;-6.30463;-8.09723;0.44696;0.40381;0.50940;0.51230;0.60565;0.69351;0.43112;0.40143;
7/1/2016;00:00:02.0;0.27197;0.66516;0.27817;0.27933;-0.00451;0.00091;-6.30524;-8.09723;0.44687;0.40396;0.50940;0.51221;0.60541;0.69366;0.43100;0.40146;
7/1/2016;00:00:02.2;0.27197;0.66519;0.27795;0.27930;-0.00084;0.00015;-6.30524;-8.09509;0.44705;0.40408;0.50934;0.51233;0.60559;0.69370;0.43121;0.40131;
7/1/2016;00:00:02.4;0.27185;0.66483;0.27783;0.27917;0.00038;0.00046;-6.30554;-8.09387;0.44699;0.40402;0.50928;0.51233;0.60562;0.69376;0.43118;0.40149;
7/1/2016;00:00:02.6;0.27188;0.66510;0.27780;0.27930;0.00221;0.00091;-6.30615;-8.09448;0.44717;0.40408;0.50937;0.51245;0.60568;0.69351;0.43112;0.40146;
7/1/2016;00:00:02.8;0.27148;0.66501;0.27808;0.27930;0.00099;0.00076;-6.31042;-8.09601;0.44714;0.40405;0.50949;0.51257;0.60562;0.69348;0.43118;0.40146;
7/1/2016;00:00:03.0;0.27179;0.66516;0.27814;0.27936;0.00404;0.00061;-6.30554;-8.09662;0.44714;0.40417;0.50937;0.51239;0.60553;0.69373;0.43127;0.40094;
7/1/2016;00:00:03.2;0.27179;0.66510;0.27808;0.27933;-0.00084;0.00076;-6.30676;-8.09540;0.44708;0.40417;0.50931;0.51224;0.60577;0.69363;0.43106;0.40100;
7/1/2016;00:00:03.4;0.27188;0.66501;0.27805;0.27942;-0.00329;-0.00046;-6.30859;-8.09601;0.44714;0.40393;0.50931;0.51236;0.60559;0.69318;0.43079;0.40106;
7/1/2016;00:00:03.6;0.27191;0.66498;0.27814;0.27948;0.00099;0.00168;-6.30524;-8.09570;0.44693;0.40399;0.50940;0.51239;0.60565;0.69342;0.43100;0.40146;
7/1/2016;00:00:03.8;0.27182;0.66516;0.27817;0.27939;-0.00084;-0.00046;-6.30524;-8.09448;0.44690;0.40424;0.50946;0.51236;0.60559;0.69354;0.43097;0.40134;
7/1/2016;00:00:04.0;0.27179;0.66507;0.27795;0.27899;-0.00023;-0.00061;-6.30615;-8.09296;0.44711;0.40405;0.50949;0.51230;0.60571;0.69376;0.43109;0.40128;
7/1/2016;00:00:04.2;0.27188;0.66492;0.27795;0.27939;-0.00207;0.00076;-6.30585;-8.09753;0.44696;0.40393;0.50937;0.51236;0.60590;0.69351;0.43118;0.40152;
7/1/2016;00:00:04.4;0.27182;0.66504;0.27786;0.27936;-0.00023;0.00107;-6.30463;-8.09845;0.44711;0.40427;0.50949;0.51254;0.60583;0.69376;0.43130;0.40152;
7/1/2016;00:00:04.6;0.27185;0.66495;0.27805;0.27917;0.00465;0.00122;-6.30676;-8.09601;0.44696;0.40405;0.50958;0.51245;0.60568;0.69351;0.43127;0.40134;
7/1/2016;00:00:04.8;0.27170;0.66492;0.27798;0.27945;0.00038;0.00122;-6.30798;-8.09692;0.44708;0.40414;0.50952;0.51245;0.60571;0.69351;0.43121;0.40125;
7/1/2016;00:00:05.0;0.27167;0.66519;0.27814;0.27893;-0.00207;0.00030;-6.30493;-8.09479;0.44730;0.40411;0.50934;0.51233;0.60556;0.69360;0.43121;0.40121;
7/1/2016;00:00:05.2;0.27188;0.66507;0.27829;0.27936;0.00038;0.00198;-6.30463;-8.09631;0.44720;0.40405;0.50937;0.51245;0.60574;0.69315;0.43085;0.40128;
7/1/2016;00:00:05.4;0.27173;0.66498;0.27814;0.27957;0.00343;0.00076;-6.30524;-8.09601;0.44690;0.40402;0.50937;0.51233;0.60556;0.69333;0.43118;0.40149;
7/1/2016;00:00:05.6;0.27179;0.66519;0.27811;0.27933;0.00282;-0.00031;-6.30646;-8.09509;0.44681;0.40399;0.50943;0.51224;0.60538;0.69357;0.43121;0.40140;
7/1/2016;00:00:05.8;0.27200;0.66522;0.27808;0.27921;-0.00084;-0.00031;-6.30432;-8.09387;0.44720;0.40433;0.50937;0.51230;0.60556;0.69366;0.43118;0.40125;
7/1/2016;00:00:06.0;0.27219;0.66507;0.27789;0.27966;-0.00207;0.00122;-6.30341;-8.09753;0.44705;0.40384;0.50934;0.51242;0.60574;0.69351;0.43121;0.40164;
7/1/2016;00:00:06.2;0.27200;0.66504;0.27783;0.27917;0.00221;0.00061;-6.30737;-8.09784;0.44708;0.40408;0.50964;0.51257;0.60553;0.69360;0.43130;0.40152;
7/1/2016;00:00:06.4;0.27179;0.66513;0.27805;0.27917;0.00038;0.00061;-6.30707;-8.09723;0.44693;0.40436;0.50955;0.51227;0.60571;0.69373;0.43140;0.40131;
7/1/2016;00:00:06.6;0.27176;0.66516;0.27792;0.27896;0.00282;0.00030;-6.30768;-8.09631;0.44724;0.40417;0.50970;0.51236;0.60580;0.69342;0.43121;0.40115;
7/1/2016;00:00:06.8;0.27200;0.66501;0.27783;0.27945;-0.00207;0.00076;-6.30432;-8.09570;0.44727;0.40424;0.50922;0.51227;0.60587;0.69360;0.43097;0.40131;
7/1/2016;00:00:07.0;0.27182;0.66531;0.27805;0.27942;-0.00207;0.00030;-6.30615;-8.09723;0.44690;0.40387;0.50952;0.51248;0.60556;0.69330;0.43082;0.40125;
7/1/2016;00:00:07.2;0.27191;0.66519;0.27817;0.27933;0.00282;0.00046;-6.30707;-8.09479;0.44684;0.40372;0.50940;0.51224;0.60559;0.69324;0.43103;0.40118;
7/1/2016;00:00:07.4;0.27206;0.66522;0.27820;0.27911;0.00038;0.00122;-6.30615;-8.09631;0.44696;0.40408;0.50943;0.51221;0.60556;0.69388;0.43100;0.40140;
7/1/2016;00:00:07.6;0.27191;0.66541;0.27798;0.27908;0.00160;0.00030;-6.30676;-8.09570;0.44705;0.40372;0.50937;0.51251;0.60568;0.69357;0.43121;0.40131;
7/1/2016;00:00:07.8;0.27213;0.66489;0.27802;0.27945;-0.00146;0.00137;-6.30676;-8.09723;0.44687;0.40399;0.50943;0.51236;0.60574;0.69363;0.43118;0.40140;
7/1/2016;00:00:08.0;0.27194;0.66498;0.27795;0.27939;0.00221;0.00107;-6.30768;-8.09601;0.44699;0.40421;0.50949;0.51248;0.60571;0.69373;0.43143;0.40143;
7/1/2016;00:00:08.2;0.27197;0.66544;0.27798;0.27893;0.00404;-0.00046;-6.30798;-8.09662;0.44699;0.40442;0.50931;0.51230;0.60562;0.69376;0.43149;0.40112;
7/1/2016;00:00:08.4;0.27182;0.66513;0.27802;0.27905;0.00099;0.00015;-6.30768;-8.09448;0.44717;0.40411;0.50931;0.51233;0.60559;0.69363;0.43130;0.40112;
7/1/2016;00:00:08.6;0.27206;0.66504;0.27808;0.27921;0.00099;0.00030;-6.30768;-8.09570;0.44711;0.40402;0.50937;0.51251;0.60577;0.69357;0.43149;0.40134;
7/1/2016;00:00:08.8;0.27197;0.66513;0.27805;0.27945;0.00465;0.00046;-6.30524;-8.09814;0.44681;0.40399;0.50958;0.51245;0.60556;0.69348;0.43109;0.40125;
7/1/2016;00:00:09.0;0.27176;0.66504;0.27829;0.27936;0.00404;0.00076;-6.30646;-8.09448;0.44678;0.40405;0.50952;0.51215;0.60559;0.69327;0.43112;0.40140;
7/1/2016;00:00:09.2;0.27182;0.66513;0.27805;0.27917;0.00221;0.00015;-6.30615;-8.09296;0.44705;0.40399;0.50955;0.51254;0.60556;0.69339;0.43121;0.40149;
7/1/2016;00:00:09.4;0.27213;0.66510;0.27792;0.27930;-0.00451;0.00015;-6.30310;-8.09662;0.44696;0.40387;0.50928;0.51239;0.60562;0.69391;0.43106;0.40152;
7/1/2016;00:00:09.6;0.27176;0.66510;0.27798;0.27914;0.00282;0.00061;-6.30463;-8.09479;0.44705;0.40405;0.50946;0.51236;0.60556;0.69360;0.43106;0.40152;
7/1/2016;00:00:09.8;0.27185;0.66504;0.27823;0.27933;0.00282;0.00183;-6.30859;-8.09662;0.44699;0.40436;0.50949;0.51239;0.60565;0.69345;0.43164;0.40140;
7/1/2016;00:00:10.0;0.27185;0.66507;0.27802;0.27924;0.00099;-0.00031;-6.30707;-8.09448;0.44727;0.40430;0.50934;0.51239;0.60568;0.69360;0.43115;0.40131;
7/1/2016;00:00:10.2;0.27200;0.66479;0.27792;0.27917;-0.00084;0.00076;-6.30676;-8.09479;0.44720;0.40430;0.50931;0.51230;0.60577;0.69342;0.43100;0.40137;
7/1/2016;00:00:10.4;0.27194;0.66501;0.27789;0.27936;0.00404;0.00122;-6.30676;-8.09784;0.44705;0.40414;0.50931;0.51230;0.60574;0.69336;0.43134;0.40143;
7/1/2016;00:00:10.6;0.27161;0.66519;0.27820;0.27933;0.00465;0.00183;-6.30371;-8.09937;0.44705;0.40384;0.50940;0.51233;0.60553;0.69351;0.43103;0.40125;
7/1/2016;00:00:10.8;0.27185;0.66495;0.27808;0.27914;-0.00207;-0.00031;-6.30615;-8.09387;0.44705;0.40384;0.50937;0.51242;0.60559;0.69336;0.43091;0.40115;
7/1/2016;00:00:11.0;0.27213;0.66513;0.27789;0.27957;-0.00146;0.00046;-6.30432;-8.09570;0.44696;0.40408;0.50931;0.51221;0.60556;0.69345;0.43103;0.40118;
7/1/2016;00:00:11.2;0.27197;0.66513;0.27792;0.27936;0.00099;0.00030;-6.30737;-8.09387;0.44690;0.40393;0.50931;0.51236;0.60559;0.69345;0.43097;0.40143;
7/1/2016;00:00:11.4;0.27176;0.66501;0.27805;0.27933;0.00221;0.00015;-6.30707;-8.09418;0.44705;0.40402;0.50949;0.51227;0.60562;0.69357;0.43121;0.40158;
7/1/2016;00:00:11.6;0.27188;0.66498;0.27802;0.27921;-0.00146;0.00107;-6.30615;-8.09692;0.44727;0.40414;0.50934;0.51242;0.60556;0.69382;0.43115;0.40131;
7/1/2016;00:00:11.8;0.27219;0.66519;0.27765;0.27921;0.00099;-0.00000;-6.30615;-8.09479;0.44711;0.40439;0.50922;0.51215;0.60568;0.69394;0.43118;0.40115;
7/1/2016;00:00:12.0;0.27191;0.66507;0.27786;0.27951;0.00099;0.00091;-6.30615;-8.09753;0.44714;0.40405;0.50922;0.51227;0.60565;0.69354;0.43121;0.40121;
7/1/2016;00:00:12.2;0.27185;0.66483;0.27789;0.27939;-0.00268;0.00015;-6.30585;-8.09601;0.44711;0.40402;0.50934;0.51224;0.60550;0.69336;0.43130;0.40131;
7/1/2016;00:00:12.4;0.27164;0.66525;0.27820;0.27939;0.00221;0.00107;-6.30646;-8.09540;0.44693;0.40424;0.50940;0.51233;0.60547;0.69336;0.43121;0.40125;
7/1/2016;00:00:12.6;0.27182;0.66519;0.27792;0.27933;-0.00084;0.00015;-6.30768;-8.09479;0.44696;0.40405;0.50940;0.51218;0.60556;0.69345;0.43082;0.40118;
7/1/2016;00:00:12.8;0.27182;0.66516;0.27817;0.27930;0.00221;0.00030;-6.30524;-8.09601;0.44727;0.40399;0.50928;0.51245;0.60580;0.69333;0.43112;0.40155;
7/1/2016;00:00:13.0;0.27164;0.66489;0.27795;0.27908;0.00038;0.00107;-6.30737;-8.09662;0.44714;0.40390;0.50949;0.51254;0.60571;0.69339;0.43103;0.40170;
7/1/2016;00:00:13.2;0.27185;0.66501;0.27817;0.27911;0.00587;0.00076;-6.30676;-8.09570;0.44678;0.40402;0.50937;0.51251;0.60562;0.69370;0.43100;0.40158;
7/1/2016;00:00:13.4;0.27182;0.66510;0.27808;0.27890;0.00221;-0.00000;-6.30768;-8.09357;0.44699;0.40433;0.50922;0.51224;0.60562;0.69391;0.43127;0.40143;
7/1/2016;00:00:13.6;0.27197;0.66522;0.27789;0.27908;-0.00268;-0.00031;-6.30463;-8.09570;0.44708;0.40417;0.50955;0.51257;0.60568;0.69394;0.43091;0.40109;
7/1/2016;00:00:13.8;0.27194;0.66483;0.27786;0.27942;-0.00146;0.00137;-6.30585;-8.09631;0.44717;0.40411;0.50925;0.51245;0.60571;0.69330;0.43118;0.40146;
7/1/2016;00:00:14.0;0.27173;0.66513;0.27805;0.27930;-0.00451;0.00107;-6.30524;-8.09601;0.44708;0.40405;0.50940;0.51248;0.60565;0.69342;0.43140;0.40109;
7/1/2016;00:00:14.2;0.27200;0.66516;0.27805;0.27939;-0.00084;-0.00076;-6.30493;-8.09479;0.44702;0.40402;0.50946;0.51230;0.60568;0.69366;0.43121;0.40118;
7/1/2016;00:00:14.4;0.27191;0.66495;0.27805;0.27930;0.00038;0.00046;-6.30402;-8.09357;0.44727;0.40399;0.50922;0.51224;0.60580;0.69345;0.43097;0.40149;
7/1/2016;00:00:14.6;0.27191;0.66507;0.27808;0.27942;-0.00207;0.00030;-6.30524;-8.09509;0.44693;0.40393;0.50909;0.51248;0.60562;0.69342;0.43109;0.40143;
7/1/2016;00:00:14.8;0.27185;0.66513;0.27817;0.27924;0.00038;0.00030;-6.30707;-8.09692;0.44702;0.40402;0.50940;0.51251;0.60559;0.69348;0.43106;0.40146;
7/1/2016;00:00:15.0;0.27188;0.66510;0.27817;0.27930;0.00343;0.00061;-6.30737;-8.09418;0.44714;0.40399;0.50946;0.51245;0.60556;0.69360;0.43091;0.40155;
7/1/2016;00:00:15.2;0.27206;0.66501;0.27802;0.27917;-0.00146;-0.00092;-6.30768;-8.09418;0.44696;0.40436;0.50934;0.51212;0.60565;0.69376;0.43103;0.40125;
7/1/2016;00:00:15.4;0.27191;0.66504;0.27792;0.27905;-0.00084;0.00061;-6.30646;-8.09570;0.44720;0.40411;0.50949;0.51248;0.60562;0.69351;0.43103;0.40121;
7/1/2016;00:00:15.6;0.27200;0.66489;0.27811;0.27939;-0.00023;0.00122;-6.30737;-8.09631;0.44693;0.40411;0.50946;0.51230;0.60562;0.69345;0.43109;0.40143;
7/1/2016;00:00:15.8;0.27188;0.66495;0.27820;0.27939;0.00038;0.00076;-6.30707;-8.09662;0.44699;0.40411;0.50922;0.51236;0.60550;0.69354;0.43130;0.40125;
7/1/2016;00:00:16.0;0.27179;0.66525;0.27798;0.27936;0.00221;0.00015;-6.30585;-8.09570;0.44714;0.40430;0.50934;0.51230;0.60550;0.69345;0.43112;0.40118;
7/1/2016;00:00:16.2;0.27216;0.66507;0.27789;0.27939;-0.00207;-0.00015;-6.30554;-8.09601;0.44702;0.40399;0.50934;0.51221;0.60565;0.69345;0.43103;0.40112;
7/1/2016;00:00:16.4;0.27191;0.66501;0.27798;0.27954;0.00160;0.00061;-6.30646;-8.09631;0.44693;0.40387;0.50934;0.51242;0.60550;0.69327;0.43106;0.40158;
7/1/2016;00:00:16.6;0.27185;0.66495;0.27802;0.27936;0.00343;0.00122;-6.30707;-8.09723;0.44690;0.40405;0.50970;0.51254;0.60538;0.69363;0.43137;0.40152;
7/1/2016;00:00:16.8;0.27182;0.66492;0.27808;0.27921;0.00221;0.00122;-6.30707;-8.09357;0.44708;0.40414;0.50952;0.51239;0.60577;0.69370;0.43091;0.40140;
7/1/2016;00:00:17.0;0.27203;0.66525;0.27783;0.27933;-0.00146;0.00030;-6.30463;-8.09357;0.44711;0.40414;0.50940;0.51245;0.60562;0.69376;0.43115;0.40131;
7/1/2016;00:00:17.2;0.27213;0.66507;0.27798;0.27924;-0.00207;0.00091;-6.30676;-8.09448;0.44708;0.40421;0.50943;0.51245;0.60556;0.69394;0.43121;0.40140;
7/1/2016;00:00:17.4;0.27185;0.66489;0.27811;0.27917;0.00282;0.00046;-6.30737;-8.09387;0.44705;0.40405;0.50952;0.51257;0.60568;0.69336;0.43115;0.40143;
7/1/2016;00:00:17.6;0.27182;0.66513;0.27817;0.27917;0.00526;0.00076;-6.30646;-8.09814;0.44687;0.40421;0.50912;0.51227;0.60587;0.69339;0.43130;0.40137;
7/1/2016;00:00:17.8;0.27194;0.66531;0.27795;0.27924;-0.00268;-0.00107;-6.30646;-8.09662;0.44696;0.40411;0.50937;0.51233;0.60562;0.69354;0.43115;0.40143;
7/1/2016;00:00:18.0;0.27197;0.66498;0.27795;0.27936;-0.00023;0.00015;-6.30676;-8.09631;0.44705;0.40387;0.50925;0.51233;0.60583;0.69336;0.43069;0.40137;
7/1/2016;00:00:18.2;0.27176;0.66507;0.27820;0.27942;0.00038;0.00137;-6.30615;-8.09631;0.44702;0.40393;0.50928;0.51245;0.60562;0.69330;0.43130;0.40143;
7/1/2016;00:00:18.4;0.27182;0.66489;0.27808;0.27924;0.00160;-0.00015;-6.30707;-8.09540;0.44687;0.40408;0.50952;0.51239;0.60559;0.69354;0.43091;0.40143;
7/1/2016;00:00:18.6;0.27179;0.66504;0.27795;0.27924;0.00221;0.00061;-6.30737;-8.09479;0.44687;0.40417;0.50931;0.51242;0.60587;0.69366;0.43094;0.40128;
7/1/2016;00:00:18.8;0.27206;0.66510;0.27805;0.27954;-0.00207;-0.00000;-6.30615;-8.09418;0.44705;0.40424;0.50925;0.51236;0.60571;0.69345;0.43115;0.40170;
7/1/2016;00:00:19.0;0.27188;0.66516;0.27789;0.27939;-0.00146;0.00107;-6.30707;-8.09723;0.44693;0.40417;0.50958;0.51251;0.60571;0.69357;0.43127;0.40170;
7/1/2016;00:00:19.2;0.27176;0.66513;0.27780;0.27933;0.00282;0.00030;-6.30707;-8.09601;0.44702;0.40414;0.50943;0.51236;0.60559;0.69339;0.43118;0.40143;
7/1/2016;00:00:19.4;0.27173;0.66516;0.27811;0.27921;0.00099;0.00015;-6.30829;-8.09509;0.44708;0.40411;0.50946;0.51230;0.60562;0.69321;0.43124;0.40121;
7/1/2016;00:00:19.6;0.27216;0.66486;0.27792;0.27911;-0.00023;-0.00076;-6.30554;-8.09418;0.44714;0.40402;0.50909;0.51230;0.60602;0.69330;0.43124;0.40118;
7/1/2016;00:00:19.8;0.27188;0.66498;0.27802;0.27930;0.00160;0.00030;-6.30432;-8.09753;0.44702;0.40369;0.50934;0.51254;0.60577;0.69308;0.43100;0.40158;
7/1/2016;00:00:20.0;0.27185;0.66504;0.27832;0.27969;0.00282;0.00152;-6.30737;-8.09601;0.44684;0.40399;0.50949;0.51242;0.60565;0.69321;0.43085;0.40155;
7/1/2016;00:00:20.2;0.27209;0.66501;0.27792;0.27948;0.00160;0.00030;-6.30585;-8.09479;0.44693;0.40421;0.50946;0.51215;0.60571;0.69360;0.43106;0.40106;
7/1/2016;00:00:20.4;0.27206;0.66495;0.27814;0.27921;0.00282;-0.00015;-6.30585;-8.09479;0.44708;0.40417;0.50958;0.51248;0.60593;0.69366;0.43094;0.40143;
7/1/2016;00:00:20.6;0.27185;0.66498;0.27792;0.27942;0.00038;0.00046;-6.30615;-8.09631;0.44717;0.40411;0.50940;0.51239;0.60565;0.69363;0.43091;0.40173;
7/1/2016;00:00:20.8;0.27191;0.66492;0.27817;0.27948;0.00099;0.00168;-6.30676;-8.09723;0.44693;0.40417;0.50940;0.51251;0.60556;0.69351;0.43134;0.40155;
7/1/2016;00:00:21.0;0.27197;0.66498;0.27805;0.27927;0.00465;0.00046;-6.30768;-8.09601;0.44702;0.40421;0.50946;0.51227;0.60562;0.69333;0.43115;0.40131;
7/1/2016;00:00:21.2;0.27203;0.66525;0.27795;0.27921;-0.00023;0.00046;-6.30798;-8.09601;0.44717;0.40433;0.50940;0.51242;0.60562;0.69354;0.43130;0.40115;
7/1/2016;00:00:21.4;0.27206;0.66516;0.27774;0.27924;-0.00084;-0.00046;-6.30585;-8.09448;0.44717;0.40390;0.50922;0.51215;0.60574;0.69339;0.43137;0.40137;
7/1/2016;00:00:21.6;0.27200;0.66507;0.27802;0.27930;-0.00023;0.00076;-6.30463;-8.09509;0.44693;0.40402;0.50943;0.51227;0.60568;0.69339;0.43109;0.40137;
7/1/2016;00:00:21.8;0.27176;0.66516;0.27814;0.27908;0.00343;0.00046;-6.30707;-8.09479;0.44687;0.40372;0.50949;0.51233;0.60559;0.69339;0.43143;0.40143;
7/1/2016;00:00:22.0;0.27191;0.66522;0.27820;0.27936;-0.00207;0.00015;-6.30737;-8.09418;0.44717;0.40408;0.50940;0.51215;0.60565;0.69357;0.43121;0.40131;
7/1/2016;00:00:22.2;0.27209;0.66495;0.27792;0.27911;0.00221;-0.00015;-6.30463;-8.09326;0.44711;0.40399;0.50931;0.51248;0.60587;0.69351;0.43060;0.40146;
7/1/2016;00:00:22.4;0.27191;0.66495;0.27798;0.27936;-0.00084;0.00046;-6.30615;-8.09631;0.44714;0.40424;0.50937;0.51242;0.60562;0.69330;0.43085;0.40167;
7/1/2016;00:00:22.6;0.27188;0.66486;0.27823;0.27933;0.00221;0.00061;-6.30646;-8.09723;0.44702;0.40408;0.50949;0.51236;0.60556;0.69357;0.43121;0.40146;
7/1/2016;00:00:22.8;0.27197;0.66516;0.27811;0.27905;0.00221;0.00152;-6.30493;-8.09662;0.44711;0.40445;0.50946;0.51233;0.60574;0.69379;0.43112;0.40137;
7/1/2016;00:00:23.0;0.27197;0.66525;0.27789;0.27921;0.00221;0.00076;-6.30798;-8.09662;0.44739;0.40411;0.50919;0.51224;0.60580;0.69373;0.43121;0.40125;
7/1/2016;00:00:23.2;0.27188;0.66507;0.27798;0.27945;-0.00268;0.00107;-6.30524;-8.09631;0.44714;0.40402;0.50909;0.51227;0.60580;0.69342;0.43137;0.40146;
7/1/2016;00:00:23.4;0.27191;0.66504;0.27811;0.27933;0.00038;-0.00015;-6.30737;-8.09509;0.44693;0.40387;0.50949;0.51239;0.60559;0.69333;0.43109;0.40158;
7/1/2016;00:00:23.6;0.27182;0.66522;0.27811;0.27908;0.00221;0.00046;-6.30859;-8.09662;0.44693;0.40387;0.50940;0.51239;0.60556;0.69357;0.43118;0.40121;
7/1/2016;00:00:23.8;0.27206;0.66507;0.27777;0.27933;-0.00207;0.00015;-6.30493;-8.09296;0.44696;0.40402;0.50946;0.51212;0.60574;0.69357;0.43085;0.40118;
7/1/2016;00:00:24.0;0.27194;0.66489;0.27802;0.27939;0.00526;0.00030;-6.30493;-8.09448;0.44702;0.40411;0.50952;0.51248;0.60583;0.69357;0.43097;0.40164;
7/1/2016;00:00:24.2;0.27200;0.66501;0.27789;0.27908;0.00404;0.00076;-6.30524;-8.09601;0.44705;0.40411;0.50934;0.51248;0.60562;0.69363;0.43109;0.40149;
7/1/2016;00:00:24.4;0.27194;0.66513;0.27817;0.27921;0.00343;0.00107;-6.30646;-8.09631;0.44702;0.40402;0.50946;0.51224;0.60553;0.69388;0.43137;0.40149;
7/1/2016;00:00:24.6;0.27176;0.66504;0.27805;0.27875;-0.00207;0.00046;-6.30585;-8.09540;0.44705;0.40414;0.50940;0.51236;0.60562;0.69363;0.43124;0.40137;
7/1/2016;00:00:24.8;0.27194;0.66522;0.27808;0.27951;-0.00084;0.00076;-6.30585;-8.09357;0.44727;0.40421;0.50922;0.51212;0.60556;0.69339;0.43088;0.40134;
7/1/2016;00:00:25.0;0.27203;0.66504;0.27798;0.27957;-0.00207;0.00107;-6.30402;-8.09845;0.44727;0.40399;0.50931;0.51257;0.60571;0.69345;0.43118;0.40125;
7/1/2016;00:00:25.2;0.27188;0.66504;0.27823;0.27917;-0.00146;0.00030;-6.30554;-8.09570;0.44690;0.40408;0.50964;0.51236;0.60526;0.69345;0.43134;0.40121;
7/1/2016;00:00:25.4;0.27176;0.66486;0.27814;0.27914;0.00343;0.00091;-6.30524;-8.09448;0.44690;0.40396;0.50943;0.51254;0.60571;0.69324;0.43112;0.40146;
7/1/2016;00:00:25.6;0.27176;0.66495;0.27789;0.27908;0.00282;-0.00000;-6.30493;-8.09326;0.44699;0.40393;0.50934;0.51236;0.60559;0.69339;0.43085;0.40143;
7/1/2016;00:00:25.8;0.27191;0.66516;0.27774;0.27951;-0.00146;0.00046;-6.30463;-8.09601;0.44690;0.40396;0.50952;0.51254;0.60565;0.69376;0.43109;0.40158;
7/1/2016;00:00:26.0;0.27185;0.66492;0.27805;0.27921;0.00160;0.00015;-6.30737;-8.09601;0.44690;0.40408;0.50952;0.51245;0.60562;0.69348;0.43106;0.40155;
7/1/2016;00:00:26.2;0.27161;0.66504;0.27817;0.27930;0.00282;0.00015;-6.30707;-8.09662;0.44687;0.40414;0.50961;0.51236;0.60544;0.69348;0.43137;0.40131;
7/1/2016;00:00:26.4;0.27167;0.66522;0.27811;0.27887;0.00099;-0.00015;-6.30585;-8.09418;0.44733;0.40448;0.50931;0.51212;0.60587;0.69388;0.43124;0.40149;
7/1/2016;00:00:26.6;0.27191;0.66495;0.27792;0.27951;-0.00207;0.00061;-6.30463;-8.09601;0.44708;0.40414;0.50922;0.51233;0.60599;0.69357;0.43103;0.40137;
7/1/2016;00:00:26.8;0.27176;0.66495;0.27832;0.27948;0.00343;0.00137;-6.30554;-8.09814;0.44699;0.40387;0.50919;0.51254;0.60565;0.69339;0.43137;0.40152;
7/1/2016;00:00:27.0;0.27170;0.66510;0.27795;0.27945;-0.00084;0.00137;-6.30737;-8.09631;0.44690;0.40393;0.50937;0.51239;0.60538;0.69351;0.43121;0.40128;
7/1/2016;00:00:27.2;0.27182;0.66513;0.27817;0.27936;-0.00329;0.00061;-6.30646;-8.09479;0.44690;0.40396;0.50943;0.51230;0.60571;0.69357;0.43091;0.40109;
7/1/2016;00:00:27.4;0.27188;0.66507;0.27780;0.27933;-0.00146;-0.00031;-6.30402;-8.09387;0.44693;0.40396;0.50946;0.51257;0.60562;0.69339;0.43112;0.40128;
