DASYLab - V 11.00.00
Worksheet name: 6by10beamlayout
Recording date     : 7/1/2016,  4:52:39 PM
Block length       : 2
Delta              : 0.2 sec.
Number of channels : 16
Date;Measurement time[hh:mm:ss];Slide Disp. Br. 0 [in];Slide Disp. Br. 2 [in];Slide Disp. Br. 3 [in];Slide Disp. Br. 4 [in];String Pot. Br. 5 [in];String Pot. Br. 6 [in];String Pot. Br. 7 [in];String Pot. Br. 8 [in];Slide Disp. Red. O [in];Slide Disp. Red. 2 [in];Slide Disp. Red. 3 [in];Slide Disp. Red. 4 [in];Slide Disp. Red. 5 [in];Slide Disp. Red. 6 [in];Slide Disp. Red. 7 [in];Slide Disp. Red. 8 [in];
7/1/2016;00:01:00.2;0.26712;0.66519;0.27444;0.27997;0.07606;0.06744;-6.24695;-8.04199;0.45297;0.40979;0.51434;0.51297;0.60501;0.69681;0.43277;0.40555;
7/1/2016;00:01:00.4;0.26706;0.66510;0.27435;0.27972;0.08216;0.06790;-6.24695;-8.03986;0.45285;0.40994;0.51440;0.51291;0.60498;0.69687;0.43307;0.40533;
7/1/2016;00:01:00.6;0.26688;0.66510;0.27454;0.27951;0.08705;0.06912;-6.24786;-8.03741;0.45288;0.41010;0.51443;0.51288;0.60529;0.69736;0.43317;0.40527;
7/1/2016;00:01:00.8;0.26712;0.66510;0.27417;0.27954;0.08338;0.06943;-6.24451;-8.03711;0.45279;0.41034;0.51462;0.51263;0.60529;0.69736;0.43320;0.40558;
7/1/2016;00:01:01.0;0.26691;0.66489;0.27423;0.27963;0.08155;0.07172;-6.24359;-8.03741;0.45325;0.41040;0.51468;0.51321;0.60535;0.69717;0.43353;0.40607;
7/1/2016;00:01:01.2;0.26675;0.66498;0.27432;0.27963;0.08766;0.07339;-6.24329;-8.03528;0.45322;0.41043;0.51483;0.51312;0.60526;0.69708;0.43359;0.40604;
7/1/2016;00:01:01.4;0.26581;0.66516;0.27432;0.27921;0.08766;0.07294;-6.24298;-8.03558;0.45334;0.41064;0.51508;0.51288;0.60492;0.69745;0.43399;0.40619;
7/1/2016;00:01:01.6;0.26633;0.66492;0.27380;0.27966;0.08460;0.07339;-6.24451;-8.03619;0.45340;0.41049;0.51486;0.51291;0.60529;0.69748;0.43359;0.40625;
7/1/2016;00:01:01.8;0.26620;0.66486;0.27411;0.27951;0.08338;0.07355;-6.23962;-8.03467;0.45386;0.41058;0.51474;0.51303;0.60526;0.69745;0.43362;0.40604;
7/1/2016;00:01:02.0;0.26620;0.66501;0.27408;0.27951;0.09132;0.07416;-6.24390;-8.03314;0.45358;0.41055;0.51511;0.51285;0.60510;0.69751;0.43353;0.40640;
7/1/2016;00:01:02.2;0.26614;0.66507;0.27420;0.27969;0.09376;0.07675;-6.24176;-8.03345;0.45346;0.41071;0.51498;0.51297;0.60489;0.69754;0.43369;0.40646;
7/1/2016;00:01:02.4;0.26633;0.66513;0.27411;0.27942;0.08705;0.07660;-6.24146;-8.03101;0.45374;0.41077;0.51477;0.51288;0.60501;0.69760;0.43420;0.40637;
7/1/2016;00:01:02.6;0.26620;0.66510;0.27402;0.27933;0.08705;0.07736;-6.23932;-8.03131;0.45413;0.41113;0.51468;0.51297;0.60522;0.69781;0.43402;0.40674;
7/1/2016;00:01:02.8;0.26627;0.66483;0.27390;0.27954;0.09376;0.07904;-6.23749;-8.03131;0.45416;0.41092;0.51498;0.51306;0.60541;0.69760;0.43423;0.40698;
7/1/2016;00:01:03.0;0.26599;0.66476;0.27390;0.27957;0.09376;0.08179;-6.23657;-8.02979;0.45422;0.41125;0.51520;0.51309;0.60501;0.69769;0.43463;0.40698;
7/1/2016;00:01:03.2;0.26556;0.66473;0.27420;0.27914;0.10169;0.08255;-6.23962;-8.02826;0.45447;0.41135;0.51538;0.51294;0.60498;0.69788;0.43451;0.40683;
7/1/2016;00:01:03.4;0.26587;0.66501;0.27365;0.27930;0.09742;0.08331;-6.23444;-8.02826;0.45468;0.41141;0.51508;0.51291;0.60526;0.69803;0.43408;0.40689;
7/1/2016;00:01:03.6;0.26596;0.66498;0.27362;0.27908;0.09986;0.08530;-6.23352;-8.02460;0.45483;0.41113;0.51511;0.51315;0.60538;0.69751;0.43405;0.40704;
7/1/2016;00:01:03.8;0.26553;0.66501;0.27396;0.27902;0.10414;0.08697;-6.23260;-8.02673;0.45471;0.41125;0.51538;0.51306;0.60504;0.69788;0.43430;0.40695;
7/1/2016;00:01:04.0;0.26550;0.66507;0.27393;0.27902;0.10169;0.08774;-6.23322;-8.02490;0.45459;0.41165;0.51550;0.51294;0.60483;0.69800;0.43430;0.40723;
7/1/2016;00:01:04.2;0.26550;0.66504;0.27386;0.27887;0.10536;0.08880;-6.23199;-8.02246;0.45483;0.41171;0.51556;0.51303;0.60507;0.69809;0.43442;0.40695;
7/1/2016;00:01:04.4;0.26541;0.66498;0.27365;0.27890;0.10597;0.09033;-6.22772;-8.02338;0.45505;0.41171;0.51563;0.51285;0.60489;0.69815;0.43454;0.40729;
7/1/2016;00:01:04.6;0.26541;0.66501;0.27368;0.27902;0.11024;0.09247;-6.22803;-8.02246;0.45496;0.41168;0.51572;0.51334;0.60532;0.69824;0.43466;0.40738;
7/1/2016;00:01:04.8;0.26495;0.66470;0.27365;0.27884;0.11085;0.09491;-6.22864;-8.02032;0.45514;0.41214;0.51602;0.51309;0.60498;0.69843;0.43500;0.40738;
7/1/2016;00:01:05.0;0.26532;0.66495;0.27356;0.27863;0.10780;0.09537;-6.22711;-8.01941;0.45544;0.41241;0.51611;0.51309;0.60513;0.69849;0.43494;0.40726;
7/1/2016;00:01:05.2;0.26514;0.66473;0.27350;0.27859;0.11085;0.09643;-6.22498;-8.01758;0.45587;0.41226;0.51593;0.51321;0.60522;0.69830;0.43457;0.40738;
7/1/2016;00:01:05.4;0.26511;0.66489;0.27365;0.27878;0.10963;0.09903;-6.22345;-8.01849;0.45560;0.41235;0.51617;0.51315;0.60498;0.69830;0.43460;0.40756;
7/1/2016;00:01:05.6;0.26495;0.66476;0.27374;0.27841;0.11634;0.10025;-6.22528;-8.01605;0.45590;0.41238;0.51630;0.51324;0.60501;0.69833;0.43478;0.40750;
7/1/2016;00:01:05.8;0.26486;0.66510;0.27380;0.27835;0.11878;0.10071;-6.22345;-8.01514;0.45584;0.41238;0.51614;0.51312;0.60495;0.69861;0.43460;0.40753;
7/1/2016;00:01:06.0;0.26480;0.66489;0.27365;0.27820;0.11878;0.10208;-6.22009;-8.01300;0.45609;0.41284;0.51627;0.51306;0.60489;0.69879;0.43460;0.40790;
7/1/2016;00:01:06.2;0.26468;0.66483;0.27371;0.27835;0.11939;0.10422;-6.22131;-8.01453;0.45627;0.41284;0.51636;0.51318;0.60504;0.69888;0.43500;0.40802;
7/1/2016;00:01:06.4;0.26465;0.66476;0.27350;0.27823;0.12367;0.10559;-6.21704;-8.01361;0.45645;0.41312;0.51651;0.51312;0.60495;0.69901;0.43524;0.40829;
7/1/2016;00:01:06.6;0.26440;0.66495;0.27353;0.27826;0.12733;0.10818;-6.21857;-8.01270;0.45663;0.41342;0.51678;0.51291;0.60501;0.69910;0.43515;0.40808;
7/1/2016;00:01:06.8;0.26447;0.66479;0.27322;0.27798;0.12794;0.10895;-6.21552;-8.01025;0.45691;0.41321;0.51648;0.51306;0.60504;0.69907;0.43518;0.40790;
7/1/2016;00:01:07.0;0.26453;0.66483;0.27344;0.27798;0.12489;0.11062;-6.21552;-8.00873;0.45715;0.41360;0.51691;0.51328;0.60483;0.69922;0.43494;0.40790;
7/1/2016;00:01:07.2;0.26410;0.66455;0.27380;0.27823;0.13038;0.11185;-6.21552;-8.00934;0.45703;0.41330;0.51691;0.51324;0.60486;0.69888;0.43469;0.40811;
7/1/2016;00:01:07.4;0.26447;0.66473;0.27368;0.27823;0.13038;0.11368;-6.21490;-8.00629;0.45731;0.41351;0.51709;0.51297;0.60492;0.69922;0.43497;0.40833;
7/1/2016;00:01:07.6;0.26422;0.66495;0.27319;0.27805;0.13465;0.11474;-6.21185;-8.00568;0.45709;0.41382;0.51715;0.51315;0.60464;0.69955;0.43488;0.40833;
7/1/2016;00:01:07.8;0.26410;0.66486;0.27344;0.27805;0.13404;0.11597;-6.21155;-8.00385;0.45743;0.41373;0.51703;0.51328;0.60507;0.69968;0.43475;0.40851;
7/1/2016;00:01:08.0;0.26413;0.66464;0.27328;0.27798;0.12977;0.11810;-6.20880;-8.00598;0.45746;0.41394;0.51709;0.51315;0.60495;0.69971;0.43524;0.40866;
7/1/2016;00:01:08.2;0.26385;0.66486;0.27353;0.27759;0.14015;0.11993;-6.20941;-8.00385;0.45764;0.41428;0.51736;0.51315;0.60474;0.69995;0.43542;0.40863;
7/1/2016;00:01:08.4;0.26376;0.66489;0.27335;0.27759;0.14076;0.12054;-6.21002;-7.99988;0.45776;0.41467;0.51749;0.51309;0.60504;0.70007;0.43536;0.40845;
7/1/2016;00:01:08.6;0.26376;0.66476;0.27313;0.27802;0.14198;0.12222;-6.20667;-8.00018;0.45786;0.41449;0.51755;0.51337;0.60507;0.70001;0.43530;0.40845;
7/1/2016;00:01:08.8;0.26361;0.66467;0.27310;0.27765;0.14198;0.12451;-6.20392;-7.99866;0.45816;0.41455;0.51752;0.51334;0.60492;0.69958;0.43536;0.40857;
7/1/2016;00:01:09.0;0.26352;0.66470;0.27344;0.27759;0.14320;0.12604;-6.20483;-7.99988;0.45828;0.41443;0.51773;0.51318;0.60486;0.70001;0.43527;0.40845;
7/1/2016;00:01:09.2;0.26355;0.66464;0.27341;0.27747;0.14503;0.12741;-6.20422;-7.99652;0.45828;0.41476;0.51782;0.51312;0.60501;0.69974;0.43552;0.40851;
7/1/2016;00:01:09.4;0.26373;0.66498;0.27335;0.27768;0.14747;0.12848;-6.20056;-7.99469;0.45850;0.41479;0.51770;0.51303;0.60483;0.70023;0.43536;0.40881;
7/1/2016;00:01:09.6;0.26361;0.66483;0.27325;0.27734;0.14686;0.13016;-6.20178;-7.99530;0.45868;0.41473;0.51770;0.51331;0.60498;0.70020;0.43542;0.40875;
7/1/2016;00:01:09.8;0.26321;0.66458;0.27341;0.27747;0.15357;0.13260;-6.19934;-7.99500;0.45862;0.41510;0.51807;0.51340;0.60483;0.70016;0.43585;0.40897;
7/1/2016;00:01:10.0;0.26306;0.66479;0.27335;0.27728;0.15296;0.13367;-6.19812;-7.99347;0.45880;0.41544;0.51828;0.51337;0.60471;0.70071;0.43628;0.40903;
7/1/2016;00:01:10.2;0.26324;0.66483;0.27332;0.27734;0.15418;0.13550;-6.19781;-7.99225;0.45901;0.41559;0.51804;0.51328;0.60498;0.70062;0.43597;0.40878;
7/1/2016;00:01:10.4;0.26331;0.66446;0.27328;0.27771;0.15724;0.13748;-6.19568;-7.99072;0.45911;0.41547;0.51837;0.51324;0.60504;0.70029;0.43607;0.40884;
7/1/2016;00:01:10.6;0.26306;0.66434;0.27328;0.27740;0.15663;0.14053;-6.19354;-7.99011;0.45911;0.41531;0.51852;0.51346;0.60489;0.70035;0.43616;0.40891;
7/1/2016;00:01:10.8;0.26291;0.66470;0.27335;0.27713;0.16090;0.14053;-6.19476;-7.98859;0.45926;0.41559;0.51852;0.51331;0.60483;0.70071;0.43616;0.40903;
7/1/2016;00:01:11.0;0.26260;0.66464;0.27335;0.27713;0.16151;0.14206;-6.19324;-7.98492;0.45935;0.41568;0.51846;0.51324;0.60480;0.70071;0.43625;0.40909;
7/1/2016;00:01:11.2;0.26291;0.66479;0.27338;0.27707;0.16151;0.14450;-6.18958;-7.98645;0.45941;0.41562;0.51868;0.51324;0.60501;0.70090;0.43628;0.40930;
7/1/2016;00:01:11.4;0.26251;0.66446;0.27341;0.27713;0.16944;0.14618;-6.18988;-7.98279;0.45963;0.41589;0.51886;0.51346;0.60489;0.70087;0.43631;0.40955;
7/1/2016;00:01:11.6;0.26279;0.66443;0.27301;0.27716;0.16700;0.14725;-6.18896;-7.98462;0.45932;0.41602;0.51901;0.51334;0.60480;0.70129;0.43643;0.40970;
7/1/2016;00:01:11.8;0.26257;0.66489;0.27319;0.27679;0.16883;0.14816;-6.18866;-7.98492;0.45987;0.41623;0.51923;0.51343;0.60489;0.70160;0.43677;0.40930;
7/1/2016;00:01:12.0;0.26282;0.66446;0.27298;0.27716;0.16883;0.15045;-6.18774;-7.97974;0.45975;0.41650;0.51941;0.51334;0.60489;0.70154;0.43671;0.40964;
7/1/2016;00:01:12.2;0.26254;0.66431;0.27307;0.27704;0.17250;0.15213;-6.18439;-7.98096;0.45990;0.41660;0.51917;0.51352;0.60498;0.70126;0.43680;0.40985;
7/1/2016;00:01:12.4;0.26236;0.66440;0.27344;0.27692;0.17555;0.15442;-6.18317;-7.98218;0.45996;0.41638;0.51944;0.51340;0.60468;0.70145;0.43686;0.40991;
7/1/2016;00:01:12.6;0.26208;0.66473;0.27335;0.27667;0.17799;0.15549;-6.18408;-7.97607;0.46017;0.41656;0.51947;0.51331;0.60461;0.70148;0.43683;0.40958;
7/1/2016;00:01:12.8;0.26230;0.66455;0.27344;0.27689;0.17860;0.15777;-6.18073;-7.97699;0.46027;0.41675;0.51938;0.51343;0.60495;0.70181;0.43652;0.40997;
7/1/2016;00:01:13.0;0.26215;0.66455;0.27325;0.27679;0.17372;0.15854;-6.18073;-7.97607;0.46008;0.41666;0.51978;0.51361;0.60477;0.70184;0.43661;0.41000;
7/1/2016;00:01:13.2;0.26221;0.66446;0.27325;0.27692;0.17982;0.16128;-6.17889;-7.97546;0.46027;0.41702;0.52002;0.51340;0.60471;0.70209;0.43677;0.41034;
7/1/2016;00:01:13.4;0.26212;0.66428;0.27310;0.27667;0.18531;0.16281;-6.18011;-7.97394;0.46021;0.41733;0.52005;0.51370;0.60471;0.70233;0.43692;0.41037;
7/1/2016;00:01:13.6;0.26202;0.66455;0.27338;0.27652;0.18653;0.16403;-6.18011;-7.97516;0.46033;0.41760;0.51987;0.51331;0.60486;0.70230;0.43704;0.41025;
7/1/2016;00:01:13.8;0.26193;0.66425;0.27328;0.27667;0.19081;0.16571;-6.17523;-7.97211;0.46085;0.41739;0.52014;0.51361;0.60513;0.70230;0.43692;0.41019;
7/1/2016;00:01:14.0;0.26178;0.66406;0.27319;0.27649;0.18653;0.16830;-6.17554;-7.97089;0.46121;0.41748;0.52026;0.51367;0.60510;0.70218;0.43701;0.41034;
7/1/2016;00:01:14.2;0.26160;0.66415;0.27341;0.27673;0.18897;0.17029;-6.17371;-7.97028;0.46124;0.41782;0.52060;0.51367;0.60477;0.70215;0.43735;0.41031;
7/1/2016;00:01:14.4;0.26144;0.66409;0.27338;0.27658;0.19203;0.17059;-6.17340;-7.96722;0.46106;0.41779;0.52039;0.51343;0.60480;0.70230;0.43695;0.41028;
7/1/2016;00:01:14.6;0.26147;0.66397;0.27332;0.27658;0.19203;0.17227;-6.17188;-7.96600;0.46112;0.41788;0.52042;0.51337;0.60480;0.70233;0.43698;0.41046;
7/1/2016;00:01:14.8;0.26144;0.66409;0.27325;0.27646;0.19508;0.17471;-6.16913;-7.96661;0.46130;0.41776;0.52054;0.51364;0.60461;0.70233;0.43683;0.41043;
7/1/2016;00:01:15.0;0.26154;0.66425;0.27332;0.27618;0.19569;0.17685;-6.16821;-7.96448;0.46121;0.41815;0.52094;0.51355;0.60477;0.70276;0.43710;0.41071;
7/1/2016;00:01:15.2;0.26108;0.66391;0.27322;0.27640;0.20301;0.17883;-6.16638;-7.96326;0.46136;0.41809;0.52097;0.51340;0.60471;0.70276;0.43732;0.41074;
7/1/2016;00:01:15.4;0.26141;0.66394;0.27322;0.27621;0.19935;0.18051;-6.16669;-7.96295;0.46158;0.41837;0.52112;0.51346;0.60492;0.70288;0.43738;0.41080;
7/1/2016;00:01:15.6;0.26147;0.66403;0.27322;0.27606;0.20362;0.18234;-6.16577;-7.96051;0.46210;0.41876;0.52103;0.51361;0.60483;0.70282;0.43753;0.41101;
7/1/2016;00:01:15.8;0.26151;0.66391;0.27316;0.27634;0.20545;0.18417;-6.16486;-7.96265;0.46194;0.41873;0.52136;0.51364;0.60483;0.70264;0.43738;0.41104;
7/1/2016;00:01:16.0;0.26111;0.66391;0.27322;0.27612;0.20301;0.18585;-6.16333;-7.95868;0.46219;0.41882;0.52145;0.51349;0.60443;0.70255;0.43762;0.41092;
7/1/2016;00:01:16.2;0.26114;0.66406;0.27325;0.27612;0.20667;0.18722;-6.16089;-7.95776;0.46179;0.41891;0.52139;0.51346;0.60468;0.70285;0.43738;0.41074;
7/1/2016;00:01:16.4;0.26108;0.66379;0.27338;0.27603;0.20851;0.18799;-6.15967;-7.95563;0.46234;0.41879;0.52133;0.51352;0.60486;0.70297;0.43726;0.41092;
7/1/2016;00:01:16.6;0.26105;0.66388;0.27338;0.27612;0.20851;0.19134;-6.15936;-7.95593;0.46222;0.41855;0.52148;0.51358;0.60452;0.70267;0.43750;0.41138;
7/1/2016;00:01:16.8;0.26099;0.66385;0.27338;0.27588;0.21156;0.19333;-6.15875;-7.95532;0.46237;0.41898;0.52170;0.51364;0.60455;0.70285;0.43759;0.41135;
7/1/2016;00:01:17.0;0.26108;0.66388;0.27328;0.27594;0.21461;0.19363;-6.15723;-7.95349;0.46271;0.41916;0.52191;0.51352;0.60483;0.70331;0.43729;0.41141;
7/1/2016;00:01:17.2;0.26108;0.66394;0.27322;0.27567;0.21278;0.19638;-6.15479;-7.95166;0.46313;0.41974;0.52200;0.51367;0.60486;0.70331;0.43771;0.41125;
7/1/2016;00:01:17.4;0.26105;0.66388;0.27322;0.27588;0.21583;0.19760;-6.15234;-7.95166;0.46323;0.41946;0.52216;0.51373;0.60458;0.70340;0.43762;0.41132;
7/1/2016;00:01:17.6;0.26096;0.66376;0.27322;0.27554;0.21949;0.19943;-6.15234;-7.95227;0.46329;0.41962;0.52185;0.51358;0.60452;0.70346;0.43802;0.41116;
7/1/2016;00:01:17.8;0.26089;0.66382;0.27356;0.27573;0.22193;0.20050;-6.15540;-7.94922;0.46323;0.41974;0.52209;0.51349;0.60464;0.70355;0.43768;0.41116;
7/1/2016;00:01:18.0;0.26093;0.66397;0.27332;0.27533;0.22193;0.20279;-6.14929;-7.94617;0.46344;0.41977;0.52216;0.51337;0.60468;0.70377;0.43768;0.41122;
7/1/2016;00:01:18.2;0.26089;0.66397;0.27353;0.27557;0.22010;0.20279;-6.15051;-7.94769;0.46371;0.41971;0.52209;0.51364;0.60477;0.70358;0.43747;0.41174;
7/1/2016;00:01:18.4;0.26074;0.66391;0.27325;0.27548;0.21888;0.20492;-6.15143;-7.94586;0.46359;0.42001;0.52213;0.51364;0.60474;0.70386;0.43777;0.41156;
7/1/2016;00:01:18.6;0.26074;0.66385;0.27328;0.27512;0.22560;0.20767;-6.14594;-7.94281;0.46368;0.42017;0.52246;0.51361;0.60471;0.70422;0.43753;0.41171;
7/1/2016;00:01:18.8;0.26096;0.66379;0.27347;0.27490;0.22804;0.20859;-6.14532;-7.94250;0.46387;0.42017;0.52240;0.51361;0.60474;0.70425;0.43774;0.41153;
7/1/2016;00:01:19.0;0.26016;0.66345;0.27338;0.27487;0.23048;0.21164;-6.14532;-7.94312;0.46414;0.42026;0.52246;0.51382;0.60483;0.70428;0.43805;0.41193;
7/1/2016;00:01:19.2;0.26016;0.66345;0.27332;0.27484;0.23170;0.21225;-6.14258;-7.94312;0.46411;0.42029;0.52274;0.51401;0.60477;0.70438;0.43790;0.41199;
7/1/2016;00:01:19.4;0.25998;0.66339;0.27344;0.27499;0.23414;0.21438;-6.14441;-7.94006;0.46417;0.42068;0.52289;0.51367;0.60468;0.70444;0.43805;0.41168;
7/1/2016;00:01:19.6;0.26019;0.66360;0.27356;0.27478;0.23475;0.21652;-6.14227;-7.93976;0.46436;0.42072;0.52258;0.51367;0.60471;0.70432;0.43820;0.41168;
7/1/2016;00:01:19.8;0.26025;0.66373;0.27344;0.27466;0.23292;0.21698;-6.13831;-7.93732;0.46451;0.42059;0.52255;0.51364;0.60458;0.70432;0.43774;0.41196;
7/1/2016;00:01:20.0;0.26016;0.66339;0.27338;0.27487;0.23841;0.21942;-6.13861;-7.93793;0.46420;0.42059;0.52298;0.51373;0.60471;0.70462;0.43787;0.41205;
7/1/2016;00:01:20.2;0.26022;0.66312;0.27350;0.27518;0.24085;0.22186;-6.13983;-7.93640;0.46423;0.42078;0.52322;0.51376;0.60455;0.70474;0.43811;0.41205;
7/1/2016;00:01:20.4;0.26038;0.66333;0.27328;0.27454;0.24085;0.22186;-6.13525;-7.93579;0.46429;0.42099;0.52319;0.51358;0.60480;0.70493;0.43808;0.41220;
7/1/2016;00:01:20.6;0.26031;0.66333;0.27344;0.27448;0.24024;0.22339;-6.13678;-7.93274;0.46454;0.42099;0.52322;0.51370;0.60461;0.70508;0.43793;0.41208;
7/1/2016;00:01:20.8;0.26007;0.66327;0.27356;0.27441;0.24330;0.22690;-6.13464;-7.93121;0.46490;0.42111;0.52325;0.51385;0.60458;0.70483;0.43817;0.41241;
7/1/2016;00:01:21.0;0.25964;0.66330;0.27365;0.27429;0.24879;0.22690;-6.13586;-7.93396;0.46497;0.42120;0.52338;0.51385;0.60458;0.70493;0.43854;0.41214;
7/1/2016;00:01:21.2;0.25983;0.66321;0.27359;0.27426;0.25062;0.22964;-6.13495;-7.93152;0.46497;0.42151;0.52341;0.51358;0.60449;0.70496;0.43839;0.41199;
7/1/2016;00:01:21.4;0.25989;0.66321;0.27347;0.27426;0.24940;0.22980;-6.13464;-7.92847;0.46509;0.42139;0.52344;0.51367;0.60471;0.70517;0.43811;0.41217;
7/1/2016;00:01:21.6;0.25995;0.66306;0.27332;0.27432;0.25184;0.23178;-6.12793;-7.92969;0.46539;0.42130;0.52341;0.51373;0.60471;0.70502;0.43829;0.41251;
7/1/2016;00:01:21.8;0.25983;0.66296;0.27353;0.27441;0.25367;0.23590;-6.12854;-7.92755;0.46506;0.42142;0.52386;0.51373;0.60452;0.70514;0.43829;0.41254;
7/1/2016;00:01:22.0;0.25958;0.66296;0.27377;0.27426;0.25550;0.23804;-6.12946;-7.92542;0.46536;0.42163;0.52386;0.51367;0.60471;0.70535;0.43832;0.41272;
7/1/2016;00:01:22.2;0.25974;0.66293;0.27341;0.27426;0.25611;0.23727;-6.12671;-7.92603;0.46542;0.42172;0.52390;0.51379;0.60468;0.70547;0.43817;0.41278;
7/1/2016;00:01:22.4;0.25980;0.66312;0.27350;0.27429;0.25489;0.24063;-6.12335;-7.92450;0.46552;0.42175;0.52417;0.51367;0.60483;0.70581;0.43832;0.41263;
7/1/2016;00:01:22.6;0.25983;0.66290;0.27347;0.27441;0.25733;0.24109;-6.12305;-7.92358;0.46573;0.42181;0.52411;0.51398;0.60464;0.70554;0.43848;0.41275;
7/1/2016;00:01:22.8;0.25943;0.66296;0.27365;0.27423;0.26100;0.24322;-6.12427;-7.92297;0.46570;0.42212;0.52435;0.51367;0.60452;0.70563;0.43866;0.41272;
7/1/2016;00:01:23.0;0.25937;0.66306;0.27365;0.27368;0.26405;0.24444;-6.12396;-7.92145;0.46613;0.42218;0.52441;0.51379;0.60468;0.70563;0.43878;0.41266;
7/1/2016;00:01:23.2;0.25961;0.66296;0.27383;0.27377;0.26405;0.24628;-6.12000;-7.91931;0.46613;0.42215;0.52444;0.51373;0.60477;0.70544;0.43857;0.41284;
7/1/2016;00:01:23.4;0.25955;0.66272;0.27383;0.27408;0.26405;0.24811;-6.11694;-7.91931;0.46609;0.42191;0.52466;0.51389;0.60464;0.70523;0.43872;0.41284;
7/1/2016;00:01:23.6;0.25912;0.66266;0.27393;0.27399;0.26954;0.25085;-6.11816;-7.91809;0.46622;0.42209;0.52496;0.51382;0.60461;0.70575;0.43866;0.41309;
7/1/2016;00:01:23.8;0.25900;0.66306;0.27402;0.27386;0.27198;0.25162;-6.11877;-7.91718;0.46616;0.42188;0.52496;0.51382;0.60455;0.70551;0.43878;0.41309;
7/1/2016;00:01:24.0;0.25903;0.66281;0.27386;0.27383;0.27625;0.25284;-6.11694;-7.91504;0.46634;0.42212;0.52481;0.51382;0.60455;0.70590;0.43896;0.41330;
7/1/2016;00:01:24.2;0.25922;0.66275;0.27374;0.27377;0.27259;0.25391;-6.11450;-7.91626;0.46664;0.42236;0.52509;0.51385;0.60458;0.70605;0.43869;0.41357;
7/1/2016;00:01:24.4;0.25909;0.66248;0.27380;0.27377;0.27381;0.25635;-6.11359;-7.91534;0.46646;0.42258;0.52524;0.51398;0.60455;0.70612;0.43903;0.41336;
7/1/2016;00:01:24.6;0.25888;0.66272;0.27374;0.27374;0.27992;0.25818;-6.11298;-7.91412;0.46689;0.42267;0.52542;0.51379;0.60449;0.70636;0.43930;0.41312;
7/1/2016;00:01:24.8;0.25909;0.66299;0.27383;0.27362;0.27992;0.26001;-6.11328;-7.91016;0.46680;0.42307;0.52548;0.51367;0.60440;0.70630;0.43900;0.41318;
7/1/2016;00:01:25.0;0.25919;0.66260;0.27374;0.27402;0.28053;0.26153;-6.11115;-7.91107;0.46722;0.42279;0.52515;0.51373;0.60464;0.70645;0.43909;0.41336;
7/1/2016;00:01:25.2;0.25879;0.66281;0.27411;0.27368;0.27687;0.26337;-6.10748;-7.91107;0.46719;0.42258;0.52545;0.51416;0.60431;0.70633;0.43961;0.41333;
7/1/2016;00:01:25.4;0.25888;0.66275;0.27402;0.27359;0.28541;0.26657;-6.10809;-7.90833;0.46722;0.42297;0.52582;0.51376;0.60422;0.70657;0.43942;0.41364;
7/1/2016;00:01:25.6;0.25876;0.66248;0.27383;0.27380;0.28419;0.26687;-6.10840;-7.90710;0.46735;0.42307;0.52597;0.51398;0.60437;0.70670;0.43961;0.41379;
7/1/2016;00:01:25.8;0.25885;0.66257;0.27374;0.27362;0.28785;0.26749;-6.10504;-7.90741;0.46762;0.42316;0.52579;0.51407;0.60458;0.70697;0.43973;0.41385;
7/1/2016;00:01:26.0;0.25900;0.66278;0.27377;0.27350;0.28724;0.26993;-6.10413;-7.90497;0.46777;0.42355;0.52612;0.51401;0.60446;0.70703;0.43961;0.41364;
7/1/2016;00:01:26.2;0.25876;0.66257;0.27408;0.27344;0.29273;0.27176;-6.10474;-7.90405;0.46790;0.42380;0.52612;0.51413;0.60443;0.70673;0.44006;0.41388;
7/1/2016;00:01:26.4;0.25848;0.66269;0.27386;0.27322;0.29151;0.27359;-6.10321;-7.90405;0.46802;0.42407;0.52597;0.51398;0.60443;0.70703;0.44019;0.41373;
7/1/2016;00:01:26.6;0.25851;0.66266;0.27408;0.27286;0.28968;0.27435;-6.10077;-7.90161;0.46793;0.42413;0.52621;0.51385;0.60431;0.70724;0.44000;0.41339;
7/1/2016;00:01:26.8;0.25848;0.66260;0.27414;0.27304;0.29273;0.27588;-6.10107;-7.90161;0.46835;0.42426;0.52625;0.51428;0.60425;0.70691;0.44019;0.41388;
7/1/2016;00:01:27.0;0.25854;0.66241;0.27405;0.27356;0.29579;0.27908;-6.10077;-7.90039;0.46817;0.42429;0.52631;0.51413;0.60425;0.70703;0.44025;0.41397;
7/1/2016;00:01:27.2;0.25827;0.66272;0.27426;0.27292;0.30189;0.28030;-6.09924;-7.89917;0.46832;0.42435;0.52649;0.51410;0.60416;0.70737;0.44067;0.41379;
7/1/2016;00:01:27.4;0.25815;0.66260;0.27405;0.27322;0.30250;0.28244;-6.09650;-7.89520;0.46893;0.42468;0.52658;0.51401;0.60449;0.70740;0.44016;0.41397;
7/1/2016;00:01:27.6;0.25839;0.66232;0.27408;0.27316;0.30128;0.28351;-6.09589;-7.89581;0.46878;0.42468;0.52637;0.51419;0.60434;0.70737;0.44028;0.41425;
7/1/2016;00:01:27.8;0.25833;0.66245;0.27399;0.27307;0.30494;0.28564;-6.09436;-7.89612;0.46878;0.42480;0.52689;0.51425;0.60431;0.70782;0.44064;0.41440;
